accuracy,loss,val_accuracy,val_loss,learning_rate
0.5631874799728394,0.657967209815979,0.7039999961853027,0.5655961036682129,0.009999999776482582
0.6756250262260437,0.5956416130065918,0.7167500257492065,0.5214040875434875,0.009999999776482582
0.7336875200271606,0.528350293636322,0.7705000042915344,0.4687483012676239,0.009999999776482582
0.7515000104904175,0.5059022903442383,0.784250020980835,0.4631476104259491,0.009999999776482582
0.7624375224113464,0.49090030789375305,0.7285000085830688,0.48396265506744385,0.009999999776482582
0.7716249823570251,0.47737523913383484,0.7455000281333923,0.47553399205207825,0.009999999776482582
0.776687502861023,0.4680376946926117,0.718999981880188,0.4838070571422577,0.009999999776482582
0.7844374775886536,0.45911356806755066,0.8050000071525574,0.4201319217681885,0.009999999776482582
0.7901250123977661,0.44888240098953247,0.7820000052452087,0.43847963213920593,0.009999999776482582
0.7938125133514404,0.4394298791885376,0.7929999828338623,0.41912367939949036,0.009999999776482582
0.7994999885559082,0.4305078685283661,0.8240000009536743,0.3976605534553528,0.009999999776482582
0.8029999732971191,0.4251731336116791,0.8255000114440918,0.3977034091949463,0.009999999776482582
0.8073124885559082,0.4223282039165497,0.8067499995231628,0.4007875323295593,0.009999999776482582
0.8103125095367432,0.4138067662715912,0.8242499828338623,0.40756046772003174,0.009999999776482582
0.8158125281333923,0.40790408849716187,0.8372499942779541,0.39756348729133606,0.009999999776482582
0.8261874914169312,0.384346067905426,0.8379999995231628,0.3765255808830261,0.004999999888241291
0.8291249871253967,0.38151681423187256,0.8357499837875366,0.37019863724708557,0.004999999888241291
0.8295624852180481,0.378219336271286,0.8059999942779541,0.4025757610797882,0.004999999888241291
0.8328750133514404,0.3732752799987793,0.8372499942779541,0.3700678050518036,0.004999999888241291
0.8348125219345093,0.37287095189094543,0.840749979019165,0.39929404854774475,0.004999999888241291
0.8341875076293945,0.37136098742485046,0.7419999837875366,0.478500634431839,0.004999999888241291
0.8317499756813049,0.3675561547279358,0.8357499837875366,0.36283159255981445,0.004999999888241291
0.8370624780654907,0.36520299315452576,0.8364999890327454,0.36113250255584717,0.004999999888241291
0.8380625247955322,0.3608211874961853,0.8392500281333923,0.3605049252510071,0.004999999888241291
0.8391249775886536,0.3589479923248291,0.8147500157356262,0.3872045874595642,0.004999999888241291
0.8404374718666077,0.3571423292160034,0.8462499976158142,0.36845651268959045,0.004999999888241291
0.8422499895095825,0.3560159504413605,0.8412500023841858,0.35760247707366943,0.004999999888241291
0.8404374718666077,0.35227128863334656,0.8417500257492065,0.3665267527103424,0.004999999888241291
0.8465625047683716,0.34387993812561035,0.8392500281333923,0.3619338572025299,0.004999999888241291
0.8466249704360962,0.34484854340553284,0.8485000133514404,0.3597390651702881,0.004999999888241291
0.8465625047683716,0.34289026260375977,0.846750020980835,0.35930460691452026,0.004999999888241291
0.8558124899864197,0.3226892948150635,0.8402500152587891,0.3542044162750244,0.0024999999441206455
0.8578749895095825,0.3216703534126282,0.8452500104904175,0.35529205203056335,0.0024999999441206455
0.856374979019165,0.31891030073165894,0.8402500152587891,0.35892972350120544,0.0024999999441206455
0.8596875071525574,0.31777554750442505,0.8429999947547913,0.3509043753147125,0.0024999999441206455
0.8619375228881836,0.31325381994247437,0.8335000276565552,0.3635551929473877,0.0024999999441206455
0.8604999780654907,0.3132725656032562,0.8377500176429749,0.3554741442203522,0.0024999999441206455
0.8638749718666077,0.3061660826206207,0.846750020980835,0.3510734736919403,0.0024999999441206455
0.8646875023841858,0.307117760181427,0.8442500233650208,0.3645003139972687,0.0024999999441206455
0.8706874847412109,0.2955796420574188,0.8424999713897705,0.35930317640304565,0.0012499999720603228
0.8697500228881836,0.2939103841781616,0.8457499742507935,0.3478882312774658,0.0012499999720603228
0.8693125247955322,0.2919459044933319,0.8377500176429749,0.36385560035705566,0.0012499999720603228
0.8703749775886536,0.2896069884300232,0.8535000085830688,0.3516024053096771,0.0012499999720603228
0.8733124732971191,0.2878303527832031,0.8414999842643738,0.36015966534614563,0.0012499999720603228
0.8718125224113464,0.2861801087856293,0.8512499928474426,0.3572149872779846,0.0012499999720603228
0.8742499947547913,0.2838689684867859,0.8529999852180481,0.35326334834098816,0.0012499999720603228
0.8760625123977661,0.2827811539173126,0.847000002861023,0.3501012623310089,0.0012499999720603228
0.8792499899864197,0.2771168649196625,0.8550000190734863,0.3522537052631378,0.0006249999860301614
0.8809375166893005,0.27154481410980225,0.846750020980835,0.35536858439445496,0.0006249999860301614
0.8810625076293945,0.27211880683898926,0.8450000286102295,0.3570575416088104,0.0006249999860301614
0.8826249837875366,0.2703148424625397,0.8517500162124634,0.35158616304397583,0.0006249999860301614
